DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepHour,DepMinute,DepDatetime,Month,Hour,Route,DepDateTime,ArrDateTime,CRSArrDateTime
Wednesday,2019-01-02,2139,2249,2225,WN,Southwest Airlines Co.,2896,N619SW,70,65,44,24,19,LAS,McCarran International Airport,LAX,Los Angeles International Airport,236,10,16,0,N,0,5,0,5,0,14,21,39,2019-01-02 21:39:00,1,21,LAS-LAX,2019-01-02 21:39:00,2019-01-02 22:49:00,2019-01-02 22:25:00
Thursday,2019-01-24,2015,2124,2105,WN,Southwest Airlines Co.,2797,N645SW,69,80,56,19,30,BWI,Baltimore-Washington International Airport,CMH,Port Columbus International Airport,336,3,10,0,N,0,15,0,0,0,4,20,15,2019-01-24 20:15:00,1,20,BWI-CMH,2019-01-24 20:15:00,2019-01-24 21:24:00,2019-01-24 21:05:00
Friday,2019-05-24,2112,18,2150,AA,American Airlines Inc.,223,N5FEAA,366,375,345,148,157,BOS,Gen. Edward Lawrence Logan International Airport,LAX,Los Angeles International Airport,2611,8,13,0,N,0,99,0,0,0,49,21,12,2019-05-24 21:12:00,5,21,BOS-LAX,2019-05-24 21:12:00,2019-05-25 00:18:00,2019-05-24 21:50:00
Wednesday,2019-03-06,1534,1828,1513,US,US Airways Inc.,1228,N435US,174,128,112,195,149,FLL,Fort Lauderdale-Hollywood International Airport,CLT,Charlotte Douglas International Airport,631,4,58,0,N,0,0,55,46,0,94,15,34,2019-03-06 15:34:00,3,15,FLL-CLT,2019-03-06 15:34:00,2019-03-06 18:28:00,2019-03-07 15:13:00
Thursday,2019-05-16,1053,1833,1740,DL,Delta Air Lines Inc.,61,N382DA,280,255,248,53,28,LAX,Los Angeles International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,1946,8,24,0,N,0,14,0,25,0,14,10,53,2019-05-16 10:53:00,5,10,LAX-ATL,2019-05-16 10:53:00,2019-05-16 18:33:00,2019-05-16 17:40:00
Tuesday,2019-01-22,2251,113,2325,AA,American Airlines Inc.,2361,N459AA,142,145,119,108,111,ORD,Chicago O'Hare International Airport,DFW,Dallas/Fort Worth International Airport,802,7,16,0,N,0,0,0,0,0,108,22,51,2019-01-22 22:51:00,1,22,ORD-DFW,2019-01-22 22:51:00,2019-01-23 01:13:00,2019-01-22 23:25:00
Friday,2019-03-08,1938,2030,1850,WN,Southwest Airlines Co.,3908,N342SW,52,60,38,100,108,MCO,Orlando International Airport,FLL,Fort Lauderdale-Hollywood International Airport,178,6,8,0,N,0,0,0,0,0,100,19,38,2019-03-08 19:38:00,3,19,MCO-FLL,2019-03-08 19:38:00,2019-03-08 20:30:00,2019-03-09 18:50:00
Monday,2019-02-04,1431,1822,1659,US,US Airways Inc.,273,N156AW,171,161,136,83,73,PHX,Phoenix Sky Harbor International Airport,IAH,George Bush Intercontinental Airport,1009,5,30,0,N,0,4,0,10,0,69,14,31,2019-02-04 14:31:00,2,14,PHX-IAH,2019-02-04 14:31:00,2019-02-04 18:22:00,2019-02-04 16:59:00
Thursday,2019-05-09,1528,1640,1620,WN,Southwest Airlines Co.,288,N629SW,72,70,61,20,18,STL,St. Louis International Airport at Lambert Field,OMA,Eppley Airfield,342,2,9,0,N,0,1,0,2,0,17,15,28,2019-05-09 15:28:00,5,15,STL-OMA,2019-05-09 15:28:00,2019-05-09 16:40:00,2019-05-09 16:20:00
Thursday,2019-05-02,1327,1542,1318,OO,Skywest Airlines Inc.,6022,N770SK,75,74,42,144,143,ORD,Chicago O'Hare International Airport,DTW,Detroit Metropolitan Airport,235,7,26,0,N,0,0,0,1,0,143,13,27,2019-05-02 13:27:00,5,13,ORD-DTW,2019-05-02 13:27:00,2019-05-02 15:42:00,2019-05-03 13:18:00
Monday,2019-01-07,637,807,737,OO,Skywest Airlines Inc.,6038,N941SW,90,97,74,30,37,LNK,Lincoln Airport (Lincoln Municipal),ORD,Chicago O'Hare International Airport,466,5,11,0,N,0,0,0,0,0,30,6,37,2019-01-07 06:37:00,1,6,LNK-ORD,2019-01-07 06:37:00,2019-01-07 08:07:00,2019-01-07 07:37:00
Thursday,2019-04-04,1240,1515,1435,WN,Southwest Airlines Co.,2705,N258WN,155,170,141,40,55,TPA,Tampa International Airport,PVD,Theodore Francis Green State Airport,1137,4,10,0,N,0,4,0,0,0,36,12,40,2019-04-04 12:40:00,4,12,TPA-PVD,2019-04-04 12:40:00,2019-04-04 15:15:00,2019-04-04 14:35:00
Tuesday,2019-01-29,49,404,2230,WN,Southwest Airlines Co.,1505,N318SW,195,165,142,334,304,MDW,Chicago Midway International Airport,AUS,Austin-Bergstrom International Airport,972,7,46,0,N,0,0,21,30,0,283,0,49,2019-01-29 00:49:00,1,0,MDW-AUS,2019-01-29 00:49:00,2019-01-29 04:04:00,2019-01-29 22:30:00
Tuesday,2019-03-19,1546,1712,1649,OO,Skywest Airlines Inc.,3898,N862AS,86,79,52,23,16,SLC,Salt Lake City International Airport,BIL,Billings Logan International Airport,387,2,32,0,N,0,0,0,0,0,23,15,46,2019-03-19 15:46:00,3,15,SLC-BIL,2019-03-19 15:46:00,2019-03-19 17:12:00,2019-03-19 16:49:00
Monday,2019-01-28,1543,1901,1730,AA,American Airlines Inc.,366,N578AA,138,135,120,91,88,ORD,Chicago O'Hare International Airport,LGA,LaGuardia Airport (Marine Air Terminal),733,6,12,0,N,0,0,0,14,0,77,15,43,2019-01-28 15:43:00,1,15,ORD-LGA,2019-01-28 15:43:00,2019-01-28 19:01:00,2019-01-28 17:30:00
Thursday,2019-05-02,1644,2116,2045,AA,American Airlines Inc.,892,N5CEAA,152,160,123,31,39,LAS,McCarran International Airport,DFW,Dallas/Fort Worth International Airport,1055,14,15,0,N,0,0,0,5,0,26,16,44,2019-05-02 16:44:00,5,16,LAS-DFW,2019-05-02 16:44:00,2019-05-02 21:16:00,2019-05-02 20:45:00
Saturday,2019-06-15,2018,2256,2220,MQ,American Eagle Airlines Inc.,3996,N803AE,98,95,76,36,33,ORD,Chicago O'Hare International Airport,CHA,Chattanooga Metropolitan Airport (Lovell Field),501,2,20,0,N,0,33,0,3,0,0,20,18,2019-06-15 20:18:00,6,20,ORD-CHA,2019-06-15 20:18:00,2019-06-15 22:56:00,2019-06-15 22:20:00
Monday,2019-04-01,1850,2149,1933,UA,United Air Lines Inc.,508,N824UA,119,123,91,136,140,ORD,Chicago O'Hare International Airport,BTV,Burlington International Airport,763,4,24,0,N,0,0,0,0,0,136,18,50,2019-04-01 18:50:00,4,18,ORD-BTV,2019-04-01 18:50:00,2019-04-01 21:49:00,2019-04-01 19:33:00
Sunday,2019-01-27,1027,1108,1015,WN,Southwest Airlines Co.,3580,N739GB,101,70,62,53,22,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,4,35,0,N,0,0,22,31,0,0,10,27,2019-01-27 10:27:00,1,10,PHX-LAS,2019-01-27 10:27:00,2019-01-27 11:08:00,2019-01-28 10:15:00
Sunday,2019-06-16,1808,1908,1806,US,US Airways Inc.,294,N649AW,60,69,46,62,71,PHX,Phoenix Sky Harbor International Airport,LAS,McCarran International Airport,256,6,8,0,N,0,62,0,0,0,0,18,8,2019-06-16 18:08:00,6,18,PHX-LAS,2019-06-16 18:08:00,2019-06-16 19:08:00,2019-06-17 18:06:00
Tuesday,2019-03-19,1933,2201,2115,UA,United Air Lines Inc.,395,N427UA,268,265,236,46,43,ORD,Chicago O'Hare International Airport,SAN,San Diego International Airport (Lindbergh Field),1723,4,28,0,N,0,43,0,3,0,0,19,33,2019-03-19 19:33:00,3,19,ORD-SAN,2019-03-19 19:33:00,2019-03-19 22:01:00,2019-03-19 21:15:00
Sunday,2019-06-16,1717,1820,1704,US,US Airways Inc.,1027,N529AU,63,79,47,76,92,PIT,Pittsburgh International Airport,PHL,Philadelphia International Airport,267,2,14,0,N,0,0,76,0,0,0,17,17,2019-06-16 17:17:00,6,17,PIT-PHL,2019-06-16 17:17:00,2019-06-16 18:20:00,2019-06-17 17:04:00
Tuesday,2019-01-22,1609,1706,1505,MQ,American Eagle Airlines Inc.,4352,N690AE,117,70,72,121,74,FNT,Bishop International Airport,ORD,Chicago O'Hare International Airport,223,6,39,0,N,0,0,0,110,0,11,16,9,2019-01-22 16:09:00,1,16,FNT-ORD,2019-01-22 16:09:00,2019-01-22 17:06:00,2019-01-23 15:05:00
Friday,2019-03-08,1903,2211,1638,B6,JetBlue Airways,836,N643JB,188,168,125,333,313,PBI,Palm Beach International Airport,JFK,John F. Kennedy International Airport (New York International Airport),1028,7,56,0,N,0,0,0,278,0,55,19,3,2019-03-08 19:03:00,3,19,PBI-JFK,2019-03-08 19:03:00,2019-03-08 22:11:00,2019-03-09 16:38:00
Sunday,2019-06-23,1917,2042,1959,OO,Skywest Airlines Inc.,5710,N294SW,85,84,70,43,42,FAT,Fresno Yosemite International Airport,LAS,McCarran International Airport,258,6,9,0,N,0,0,0,1,0,42,19,17,2019-06-23 19:17:00,6,19,FAT-LAS,2019-06-23 19:17:00,2019-06-23 20:42:00,2019-06-23 19:59:00
Wednesday,2019-01-30,2108,2317,2020,AA,American Airlines Inc.,2331,N598AA,249,255,228,177,183,ORD,Chicago O'Hare International Airport,PSP,Palm Springs International Airport,1652,6,15,0,N,0,158,0,19,0,0,21,8,2019-01-30 21:08:00,1,21,ORD-PSP,2019-01-30 21:08:00,2019-01-30 23:17:00,2019-01-31 20:20:00
Tuesday,2019-05-28,1020,1249,1216,US,US Airways Inc.,1455,N104UW,329,341,305,33,45,CLT,Charlotte Douglas International Airport,SFO,San Francisco International Airport,2296,4,20,0,N,0,33,0,0,0,0,10,20,2019-05-28 10:20:00,5,10,CLT-SFO,2019-05-28 10:20:00,2019-05-28 12:49:00,2019-05-28 12:16:00
Friday,2019-06-21,847,958,917,OO,Skywest Airlines Inc.,6168,N730SK,71,70,50,41,40,DEN,Denver International Airport,ABQ,Albuquerque International Sunport,349,6,15,0,N,0,40,0,1,0,0,8,47,2019-06-21 08:47:00,6,8,DEN-ABQ,2019-06-21 08:47:00,2019-06-21 09:58:00,2019-06-21 09:17:00
Wednesday,2019-06-05,1444,2056,1935,WN,Southwest Airlines Co.,3410,N389SW,252,250,235,81,79,SJC,Norman Y. Mineta San José International Airport,MDW,Chicago Midway International Airport,1838,5,12,0,N,0,21,0,2,0,58,14,44,2019-06-05 14:44:00,6,14,SJC-MDW,2019-06-05 14:44:00,2019-06-05 20:56:00,2019-06-05 19:35:00
Monday,2019-05-20,1956,1957,1859,OO,Skywest Airlines Inc.,6164,N960SW,61,70,38,58,67,MBS,MBS International Airport,ORD,Chicago O'Hare International Airport,222,6,17,0,N,0,0,0,58,0,0,19,56,2019-05-20 19:56:00,5,19,MBS-ORD,2019-05-20 19:56:00,2019-05-20 19:57:00,2019-05-21 18:59:00
Tuesday,2019-04-02,1752,1917,1850,US,US Airways Inc.,461,N652AW,265,245,241,27,7,IND,Indianapolis International Airport,PHX,Phoenix Sky Harbor International Airport,1489,12,12,0,N,0,7,0,20,0,0,17,52,2019-04-02 17:52:00,4,17,IND-PHX,2019-04-02 17:52:00,2019-04-02 19:17:00,2019-04-02 18:50:00
Friday,2019-02-01,947,1140,1109,DL,Delta Air Lines Inc.,1461,N941DL,113,107,87,31,25,ATL,Hartsfield-Jackson Atlanta International Airport,RSW,Southwest Florida International Airport,515,5,21,0,N,0,25,0,6,0,0,9,47,2019-02-01 09:47:00,2,9,ATL-RSW,2019-02-01 09:47:00,2019-02-01 11:40:00,2019-02-01 11:09:00
Saturday,2019-02-16,1908,2210,2108,UA,United Air Lines Inc.,836,N534UA,122,128,94,62,68,ORD,Chicago O'Hare International Airport,LGA,LaGuardia Airport (Marine Air Terminal),733,5,23,0,N,0,0,0,0,0,62,19,8,2019-02-16 19:08:00,2,19,ORD-LGA,2019-02-16 19:08:00,2019-02-16 22:10:00,2019-02-16 21:08:00
Tuesday,2019-03-05,2202,2334,2259,DL,Delta Air Lines Inc.,1637,N132DN,92,89,64,35,32,ATL,Hartsfield-Jackson Atlanta International Airport,MCO,Orlando International Airport,403,8,20,0,N,0,1,0,3,0,31,22,2,2019-03-05 22:02:00,3,22,ATL-MCO,2019-03-05 22:02:00,2019-03-05 23:34:00,2019-03-05 22:59:00
Saturday,2019-01-12,2048,2212,2153,US,US Airways Inc.,1921,N532AU,84,78,63,19,13,CLT,Charlotte Douglas International Airport,JAX,Jacksonville International Airport,329,6,15,0,N,0,0,0,6,0,13,20,48,2019-01-12 20:48:00,1,20,CLT-JAX,2019-01-12 20:48:00,2019-01-12 22:12:00,2019-01-12 21:53:00
Saturday,2019-03-16,2220,2228,2120,WN,Southwest Airlines Co.,2372,N510SW,68,65,57,68,65,CMH,Port Columbus International Airport,MDW,Chicago Midway International Airport,284,4,7,0,N,0,0,0,3,0,65,22,20,2019-03-16 22:20:00,3,22,CMH-MDW,2019-03-16 22:20:00,2019-03-16 22:28:00,2019-03-17 21:20:00
Saturday,2019-06-08,1956,2215,2120,UA,United Air Lines Inc.,79,N676UA,319,325,299,55,61,SFO,San Francisco International Airport,HNL,Honolulu International Airport,2398,6,14,0,N,0,9,0,0,0,46,19,56,2019-06-08 19:56:00,6,19,SFO-HNL,2019-06-08 19:56:00,2019-06-08 22:15:00,2019-06-08 21:20:00
Wednesday,2019-06-19,1257,1357,1312,US,US Airways Inc.,104,N838AW,60,82,43,45,67,LAS,McCarran International Airport,LAX,Los Angeles International Airport,236,6,11,0,N,0,45,0,0,0,0,12,57,2019-06-19 12:57:00,6,12,LAS-LAX,2019-06-19 12:57:00,2019-06-19 13:57:00,2019-06-19 13:12:00
Monday,2019-02-18,1639,1648,1547,EV,Atlantic Southeast Airlines,4766,N751EV,69,72,42,61,64,ATL,Hartsfield-Jackson Atlanta International Airport,BNA,Nashville International Airport,214,6,21,0,N,0,61,0,0,0,0,16,39,2019-02-18 16:39:00,2,16,ATL-BNA,2019-02-18 16:39:00,2019-02-18 16:48:00,2019-02-19 15:47:00
Friday,2019-02-08,825,927,745,MQ,American Eagle Airlines Inc.,3924,N631AE,62,55,41,102,95,MLI,Quad City International Airport,ORD,Chicago O'Hare International Airport,139,9,12,0,N,0,0,0,102,0,0,8,25,2019-02-08 08:25:00,2,8,MLI-ORD,2019-02-08 08:25:00,2019-02-08 09:27:00,2019-02-09 07:45:00
Tuesday,2019-05-07,1017,1116,1101,OO,Skywest Airlines Inc.,6049,N946SW,59,61,44,15,17,DRO,Durango-La Plata County Airport,DEN,Denver International Airport,251,4,11,0,N,0,0,0,0,0,15,10,17,2019-05-07 10:17:00,5,10,DRO-DEN,2019-05-07 10:17:00,2019-05-07 11:16:00,2019-05-07 11:01:00
Tuesday,2019-02-12,1458,1807,1750,UA,United Air Lines Inc.,270,N825UA,129,133,113,17,21,SNA,John Wayne Airport (Orange County Airport),DEN,Denver International Airport,846,4,12,0,N,0,0,0,0,0,17,14,58,2019-02-12 14:58:00,2,14,SNA-DEN,2019-02-12 14:58:00,2019-02-12 18:07:00,2019-02-12 17:50:00
Thursday,2019-02-21,1309,1442,1155,OO,Skywest Airlines Inc.,5571,N565SW,93,79,79,167,153,SBA,Santa Barbara Municipal Airport (Santa Barbara Airport),SFO,San Francisco International Airport,262,5,9,0,N,0,0,0,167,0,0,13,9,2019-02-21 13:09:00,2,13,SBA-SFO,2019-02-21 13:09:00,2019-02-21 14:42:00,2019-02-22 11:55:00
Thursday,2019-01-17,1528,1638,1530,WN,Southwest Airlines Co.,1676,N771SA,70,70,54,68,68,DAL,Dallas Love Field,AMA,Rick Husband Amarillo International Airport,324,4,12,0,N,0,12,0,0,0,56,15,28,2019-01-17 15:28:00,1,15,DAL-AMA,2019-01-17 15:28:00,2019-01-17 16:38:00,2019-01-17 15:30:00
Monday,2019-06-10,1631,1612,1555,UA,United Air Lines Inc.,135,N306UA,41,59,28,17,35,GRR,Gerald R. Ford International Airport,ORD,Chicago O'Hare International Airport,137,4,9,0,N,0,0,0,0,0,17,16,31,2019-06-10 16:31:00,6,16,GRR-ORD,2019-06-10 16:31:00,2019-06-11 16:12:00,2019-06-11 15:55:00
Thursday,2019-06-13,1023,1318,1220,AA,American Airlines Inc.,1041,N4WBAA,295,265,254,58,28,ORD,Chicago O'Hare International Airport,SJC,Norman Y. Mineta San José International Airport,1829,3,38,0,N,0,28,0,30,0,0,10,23,2019-06-13 10:23:00,6,10,ORD-SJC,2019-06-13 10:23:00,2019-06-13 13:18:00,2019-06-13 12:20:00
Monday,2019-04-01,1648,1756,1633,US,US Airways Inc.,739,N441US,68,78,51,83,93,PHL,Philadelphia International Airport,BOS,Gen. Edward Lawrence Logan International Airport,280,4,13,0,N,0,0,0,0,0,83,16,48,2019-04-01 16:48:00,4,16,PHL-BOS,2019-04-01 16:48:00,2019-04-01 17:56:00,2019-04-02 16:33:00
Wednesday,2019-03-27,2145,2329,2250,WN,Southwest Airlines Co.,2266,N298WN,104,115,95,39,50,PHX,Phoenix Sky Harbor International Airport,SMF,Sacramento International Airport,647,4,5,0,N,0,0,0,0,0,39,21,45,2019-03-27 21:45:00,3,21,PHX-SMF,2019-03-27 21:45:00,2019-03-27 23:29:00,2019-03-27 22:50:00
Wednesday,2019-04-03,2155,5,2310,WN,Southwest Airlines Co.,1684,N212WN,70,85,57,55,70,STL,St. Louis International Airport at Lambert Field,DTW,Detroit Metropolitan Airport,440,6,7,0,N,0,0,0,31,0,24,21,55,2019-04-03 21:55:00,4,21,STL-DTW,2019-04-03 21:55:00,2019-04-04 00:05:00,2019-04-03 23:10:00
Thursday,2019-04-11,1737,1933,1845,DL,Delta Air Lines Inc.,1551,N6715C,116,83,64,48,15,ATL,Hartsfield-Jackson Atlanta International Airport,TPA,Tampa International Airport,406,3,49,0,N,0,8,0,33,0,7,17,37,2019-04-11 17:37:00,4,17,ATL-TPA,2019-04-11 17:37:00,2019-04-11 19:33:00,2019-04-11 18:45:00
Wednesday,2019-05-08,2224,106,2350,UA,United Air Lines Inc.,431,N301UA,222,165,153,76,19,IAD,Washington Dulles International Airport,MSY,Louis Armstrong New Orleans International Airport,954,4,65,0,N,0,0,19,57,0,0,22,24,2019-05-08 22:24:00,5,22,IAD-MSY,2019-05-08 22:24:00,2019-05-09 01:06:00,2019-05-08 23:50:00
Sunday,2019-06-23,1412,1534,1442,F9,Frontier Airlines Inc.,775,N942FR,142,111,107,52,21,DEN,Denver International Airport,LAS,McCarran International Airport,629,11,24,0,N,0,3,0,41,0,8,14,12,2019-06-23 14:12:00,6,14,DEN-LAS,2019-06-23 14:12:00,2019-06-23 15:34:00,2019-06-23 14:42:00
Monday,2019-02-11,1201,1942,1905,US,US Airways Inc.,730,N923UW,281,280,249,37,36,LAS,McCarran International Airport,PHL,Philadelphia International Airport,2176,4,28,0,N,0,26,0,1,0,10,12,1,2019-02-11 12:01:00,2,12,LAS-PHL,2019-02-11 12:01:00,2019-02-11 19:42:00,2019-02-11 19:05:00
Sunday,2019-06-09,1858,2034,1905,MQ,American Eagle Airlines Inc.,4657,N804AE,96,100,66,89,93,EWR,Newark Liberty International Airport,RDU,Raleigh-Durham International Airport,416,4,26,0,N,0,0,0,9,0,80,18,58,2019-06-09 18:58:00,6,18,EWR-RDU,2019-06-09 18:58:00,2019-06-09 20:34:00,2019-06-09 19:05:00
Wednesday,2019-04-10,1642,1814,1757,DL,Delta Air Lines Inc.,1437,N656DL,92,102,71,17,27,RIC,Richmond International Airport,ATL,Hartsfield-Jackson Atlanta International Airport,481,7,14,0,N,0,0,0,17,0,0,16,42,2019-04-10 16:42:00,4,16,RIC-ATL,2019-04-10 16:42:00,2019-04-10 18:14:00,2019-04-10 17:57:00
Saturday,2019-04-20,606,902,835,AA,American Airlines Inc.,1845,N054AA,176,170,143,27,21,JFK,John F. Kennedy International Airport (New York International Airport),MIA,Miami International Airport,1090,6,27,0,N,0,21,0,6,0,0,6,6,2019-04-20 06:06:00,4,6,JFK-MIA,2019-04-20 06:06:00,2019-04-20 09:02:00,2019-04-20 08:35:00
Saturday,2019-02-02,1715,1939,1918,AS,Alaska Airlines Inc.,367,N613AS,144,148,130,21,25,SNA,John Wayne Airport (Orange County Airport),PDX,Portland International Airport,859,3,11,0,N,0,0,0,0,0,21,17,15,2019-02-02 17:15:00,2,17,SNA-PDX,2019-02-02 17:15:00,2019-02-02 19:39:00,2019-02-02 19:18:00
Wednesday,2019-01-23,1355,1440,1415,WN,Southwest Airlines Co.,1162,N422WN,45,50,37,25,30,OKC,Will Rogers World Airport,DAL,Dallas Love Field,181,2,6,0,N,0,0,0,0,0,25,13,55,2019-01-23 13:55:00,1,13,OKC-DAL,2019-01-23 13:55:00,2019-01-23 14:40:00,2019-01-23 14:15:00
Friday,2019-06-28,1111,1400,1325,MQ,American Eagle Airlines Inc.,3802,N838AE,169,150,151,35,16,MKE,General Mitchell International Airport,DFW,Dallas/Fort Worth International Airport,853,10,8,0,N,0,0,0,19,0,16,11,11,2019-06-28 11:11:00,6,11,MKE-DFW,2019-06-28 11:11:00,2019-06-28 14:00:00,2019-06-28 13:25:00
Friday,2019-03-08,1003,1200,1115,WN,Southwest Airlines Co.,3273,N222WN,177,160,145,45,28,TPA,Tampa International Airport,AUS,Austin-Bergstrom International Airport,928,5,27,0,N,0,28,0,17,0,0,10,3,2019-03-08 10:03:00,3,10,TPA-AUS,2019-03-08 10:03:00,2019-03-08 12:00:00,2019-03-08 11:15:00
Tuesday,2019-06-04,1901,2110,2035,WN,Southwest Airlines Co.,2637,N608SW,69,80,56,35,46,DEN,Denver International Airport,AMA,Rick Husband Amarillo International Airport,358,3,10,0,N,0,35,0,0,0,0,19,1,2019-06-04 19:01:00,6,19,DEN-AMA,2019-06-04 19:01:00,2019-06-04 21:10:00,2019-06-04 20:35:00
Thursday,2019-02-14,1821,1959,1906,AS,Alaska Airlines Inc.,521,N607AS,158,163,132,53,58,DEN,Denver International Airport,PDX,Portland International Airport,992,10,16,0,N,0,0,0,0,0,53,18,21,2019-02-14 18:21:00,2,18,DEN-PDX,2019-02-14 18:21:00,2019-02-14 19:59:00,2019-02-14 19:06:00
Friday,2019-02-01,743,1020,920,UA,United Air Lines Inc.,642,N385UA,157,152,119,60,55,MSY,Louis Armstrong New Orleans International Airport,ORD,Chicago O'Hare International Airport,837,8,30,0,N,0,0,0,60,0,0,7,43,2019-02-01 07:43:00,2,7,MSY-ORD,2019-02-01 07:43:00,2019-02-01 10:20:00,2019-02-01 09:20:00
Saturday,2019-01-05,1445,2006,1930,UA,United Air Lines Inc.,1268,N540UA,201,240,190,36,75,SNA,John Wayne Airport (Orange County Airport),ORD,Chicago O'Hare International Airport,1726,4,7,0,N,0,0,0,0,0,36,14,45,2019-01-05 14:45:00,1,14,SNA-ORD,2019-01-05 14:45:00,2019-01-05 20:06:00,2019-01-05 19:30:00
Thursday,2019-04-25,1559,1658,1635,AA,American Airlines Inc.,537,N532AA,119,110,92,23,14,DFW,Dallas/Fort Worth International Airport,COS,City of Colorado Springs Municipal Airport,592,7,20,0,N,0,0,0,9,0,14,15,59,2019-04-25 15:59:00,4,15,DFW-COS,2019-04-25 15:59:00,2019-04-25 16:58:00,2019-04-25 16:35:00
Monday,2019-06-17,2211,31,2350,WN,Southwest Airlines Co.,1616,N423WN,140,170,128,41,71,PHL,Philadelphia International Airport,TPA,Tampa International Airport,920,4,8,0,N,0,20,0,0,0,21,22,11,2019-06-17 22:11:00,6,22,PHL-TPA,2019-06-17 22:11:00,2019-06-18 00:31:00,2019-06-17 23:50:00
Tuesday,2019-06-18,1706,2025,1920,WN,Southwest Airlines Co.,3777,N758SW,199,185,144,65,51,FLL,Fort Lauderdale-Hollywood International Airport,PVD,Theodore Francis Green State Airport,1188,5,50,0,N,0,0,3,14,0,48,17,6,2019-06-18 17:06:00,6,17,FLL-PVD,2019-06-18 17:06:00,2019-06-18 20:25:00,2019-06-18 19:20:00
Thursday,2019-06-13,2240,2323,2213,UA,United Air Lines Inc.,1459,N489UA,103,111,85,70,78,DEN,Denver International Airport,PHX,Phoenix Sky Harbor International Airport,602,5,13,0,N,0,70,0,0,0,0,22,40,2019-06-13 22:40:00,6,22,DEN-PHX,2019-06-13 22:40:00,2019-06-13 23:23:00,2019-06-14 22:13:00
Sunday,2019-05-12,2204,2337,2205,AA,American Airlines Inc.,2019,N430AA,153,160,124,92,99,LGA,LaGuardia Airport (Marine Air Terminal),STL,St. Louis International Airport at Lambert Field,887,4,25,0,N,0,0,0,0,0,92,22,4,2019-05-12 22:04:00,5,22,LGA-STL,2019-05-12 22:04:00,2019-05-12 23:37:00,2019-05-12 22:05:00
Sunday,2019-03-31,1132,1251,1231,UA,United Air Lines Inc.,425,N373UA,79,73,54,20,14,DEN,Denver International Airport,ABQ,Albuquerque International Sunport,349,3,22,0,N,0,0,0,7,0,13,11,32,2019-03-31 11:32:00,3,11,DEN-ABQ,2019-03-31 11:32:00,2019-03-31 12:51:00,2019-03-31 12:31:00
Monday,2019-04-01,1135,1728,1642,AS,Alaska Airlines Inc.,28,N782AS,233,247,205,46,60,SEA,Seattle-Tacoma International Airport,ORD,Chicago O'Hare International Airport,1721,6,22,0,N,0,0,0,46,0,0,11,35,2019-04-01 11:35:00,4,11,SEA-ORD,2019-04-01 11:35:00,2019-04-01 17:28:00,2019-04-01 16:42:00
Wednesday,2019-01-02,1404,1540,1505,WN,Southwest Airlines Co.,709,N237WN,96,70,53,35,9,SAN,San Diego International Airport (Lindbergh Field),LAS,McCarran International Airport,258,30,13,0,N,0,4,0,26,0,5,14,4,2019-01-02 14:04:00,1,14,SAN-LAS,2019-01-02 14:04:00,2019-01-02 15:40:00,2019-01-02 15:05:00
Thursday,2019-01-03,1000,1127,1100,OO,Skywest Airlines Inc.,3678,N576SW,87,70,64,27,10,SLC,Salt Lake City International Airport,SUN,Friedman Memorial Airport,223,3,20,0,N,0,27,0,0,0,0,10,0,2019-01-03 10:00:00,1,10,SLC-SUN,2019-01-03 10:00:00,2019-01-03 11:27:00,2019-01-03 11:00:00
Saturday,2019-03-02,2213,2337,2254,UA,United Air Lines Inc.,423,N597UA,144,154,126,43,53,DEN,Denver International Airport,SFO,San Francisco International Airport,967,5,13,0,N,0,43,0,0,0,0,22,13,2019-03-02 22:13:00,3,22,DEN-SFO,2019-03-02 22:13:00,2019-03-02 23:37:00,2019-03-02 22:54:00
Wednesday,2019-01-16,717,822,700,WN,Southwest Airlines Co.,3495,N242WN,65,60,43,82,77,LAS,McCarran International Airport,LAX,Los Angeles International Airport,236,6,16,0,N,0,77,0,5,0,0,7,17,2019-01-16 07:17:00,1,7,LAS-LAX,2019-01-16 07:17:00,2019-01-16 08:22:00,2019-01-17 07:00:00
Wednesday,2019-05-01,2002,2054,1759,OO,Skywest Airlines Inc.,5947,N913SW,112,110,90,175,173,ROA,Roanoke Regional Airport (Woodrum Field),ORD,Chicago O'Hare International Airport,531,9,13,0,N,0,0,0,2,0,173,20,2,2019-05-01 20:02:00,5,20,ROA-ORD,2019-05-01 20:02:00,2019-05-01 20:54:00,2019-05-02 17:59:00
